"Name"	"FC"	"PValue"	"Marker"
"1821"	"ID1821"	0.129586	0.035705	0
"1822"	"ID1822"	0.525623	0.002391	0
"1823"	"ID1823"	2.552236	0.003122	0
"1824"	"ID1824"	1.375877	0.128093	0
"1825"	"ID1825"	1.720126	0.124042	0
"1826"	"ID1826"	0.567037	0.078164	0
"1827"	"ID1827"	0.693274	0.56186	0
"1828"	"ID1828"	0.640591	0.354579	0
"1829"	"ID1829"	1.889688	0.000648	0
"1830"	"ID1830"	4.63227	0.035354	0
"1831"	"ID1831"	0.577565	0.00363	0
"1832"	"ID1832"	1.170776	0.031334	0
"1833"	"ID1833"	1.697933	0.46882	0
"1834"	"ID1834"	0.600219	0.00038	0
"1835"	"ID1835"	1.724241	0.006708	0
"1836"	"ID1836"	2.051004	0.133618	0
"1837"	"ID1837"	1.051031	0.908165	0
"1838"	"ID1838"	8.560905	0.185851	0
"1839"	"ID1839"	0.721182	0.365771	0
"1840"	"ID1840"	2.784989	0.097994	0
"1841"	"ID1841"	1.336331	0.329606	0
"1842"	"ID1842"	0.873007	7e-06	0
"1843"	"ID1843"	0.986715	0.983667	0
"1844"	"ID1844"	1.215267	0.558526	0
"1845"	"ID1845"	1.201322	0.55124	0
"1846"	"ID1846"	2.302356	0.000202	0
"1847"	"ID1847"	11.487495	0.000313	0
"1848"	"ID1848"	2.505524	0.008657	0
"1849"	"ID1849"	1.762958	0.000147	0
"1850"	"ID1850"	1.770911	0.181191	0
"1851"	"ID1851"	0.77577	0.853613	0
"1852"	"ID1852"	1.0014	0.99855	0
"1853"	"ID1853"	0.526737	0.255163	0
"1854"	"ID1854"	1.59969	0.333967	0
"1855"	"ID1855"	0.69517	0.001302	0
"1856"	"ID1856"	1.199303	0.693026	0
"1857"	"ID1857"	1.261436	0.027503	0
"1858"	"ID1858"	0.600193	0.403281	0
"1859"	"ID1859"	3.206227	0.000494	0
"1860"	"ID1860"	1.255073	0.033289	0
"1861"	"ID1861"	0.857115	0.645788	0
"1862"	"ID1862"	1.422132	0.35468	0
"1863"	"ID1863"	0.873333	0.736321	0
"1864"	"ID1864"	1.466991	0.006325	0
"1865"	"ID1865"	0.653901	0.314364	0
"1866"	"ID1866"	2.411251	0.387941	0
"1867"	"ID1867"	1.044233	0.934847	0
"1868"	"ID1868"	0.746376	0.094591	0
"1869"	"ID1869"	16.604386	0.002294	0
"1870"	"ID1870"	0.167202	0.105966	0
"1871"	"ID1871"	0.155078	0.000611	0
"1872"	"ID1872"	1.328192	0.420721	0
"1873"	"ID1873"	0.612716	0.058741	0
"1874"	"ID1874"	0.854275	0.200048	0
"1875"	"ID1875"	0.418982	0.050656	0
"1876"	"ID1876"	3.053356	0.070712	0
"1877"	"ID1877"	1.322114	0.049668	0
"1878"	"ID1878"	1.164259	0.031102	0
"1879"	"ID1879"	0.918359	0.09216	0
"1880"	"ID1880"	1.375858	0.492133	0
"1881"	"ID1881"	0.529099	4.9e-05	0
"1882"	"ID1882"	2.393284	0.164372	0
"1883"	"ID1883"	0.802084	0.037707	0
"1884"	"ID1884"	1.720193	0.531504	0
"1885"	"ID1885"	1.759649	0.075482	0
"1886"	"ID1886"	1.379981	0.121974	0
"1887"	"ID1887"	2.810606	0.075508	0
"1888"	"ID1888"	1.231038	0.037996	0
"1889"	"ID1889"	1.164102	0.375346	0
"1890"	"ID1890"	1.403828	0.303252	0
"1891"	"ID1891"	1.113962	0.90743	0
"1892"	"ID1892"	1.289272	0.143138	0
"1893"	"ID1893"	2.835353	0.011826	0
"1894"	"ID1894"	2.256234	0.005219	0
"1895"	"ID1895"	1.336527	0.085077	0
"1896"	"ID1896"	1.052587	0.839911	0
"1897"	"ID1897"	0.38916	0.001965	0
"1898"	"ID1898"	2.444918	0.001676	0
"1899"	"ID1899"	1.174873	0.057021	0
"1900"	"ID1900"	1.044214	0.918647	0
"1901"	"ID1901"	6.239008	0.398697	0
"1902"	"ID1902"	1.310968	0.54972	0
"1903"	"ID1903"	1.701511	0.150264	0
"1904"	"ID1904"	0.847785	0.725593	0
"1905"	"ID1905"	2.486739	6.9e-05	0
"1906"	"ID1906"	2.392114	0.042065	0
"1907"	"ID1907"	8.548562	0.076764	0
"1908"	"ID1908"	2.766638	0.000421	0
"1909"	"ID1909"	1.528788	0.01066	0
"1910"	"ID1910"	10.787619	0.144416	0
"1911"	"ID1911"	0.792964	0.474513	0
"1912"	"ID1912"	1.351851	0.036941	0
"1913"	"ID1913"	4.386255	0.075543	0
"1914"	"ID1914"	0.336474	0.008828	0
"1915"	"ID1915"	1.563853	0.002395	0
"1916"	"ID1916"	0.732988	0.081117	0
"1917"	"ID1917"	0.505137	0.000272	0
"1918"	"ID1918"	0.667783	6.1e-05	0
"1919"	"ID1919"	6.721782	3.9e-05	0
"1920"	"ID1920"	2.834221	0.15544	0
"1921"	"ID1921"	0.365481	0.273968	0
"1922"	"ID1922"	2.0621	0.001424	0
"1923"	"ID1923"	0.874075	0.033842	0
"1924"	"ID1924"	0.204196	0.000465	0
"1925"	"ID1925"	1.552464	2.4e-05	0
"1926"	"ID1926"	4.753036	0.001199	0
"1927"	"ID1927"	1.723665	0.050401	0
"1928"	"ID1928"	0.864954	0.618785	0
"1929"	"ID1929"	2.564236	0.043271	0
"1930"	"ID1930"	2.631343	0.183898	0
"1931"	"ID1931"	0.594805	0.023962	0
"1932"	"ID1932"	2.836208	0.004813	0
"1933"	"ID1933"	1.926227	0.073733	0
"1934"	"ID1934"	2.835009	0.026752	0
"1935"	"ID1935"	0.900912	0.00151	0
"1936"	"ID1936"	2.532914	1.3e-05	0
"1937"	"ID1937"	1.909285	0.003536	0
"1938"	"ID1938"	0.737041	0.73409	0
"1939"	"ID1939"	2.784995	0.248687	0
"1940"	"ID1940"	0.897066	0.774569	0
"1941"	"ID1941"	4.027834	0.422762	0
"1942"	"ID1942"	2.178062	0.005011	0
"1943"	"ID1943"	0.818267	0.650664	0
"1944"	"ID1944"	1.050168	0.811998	0
"1945"	"ID1945"	2.237289	0.266543	0
"1946"	"ID1946"	1.306936	2.6e-05	0
"1947"	"ID1947"	1.660469	0.178473	0
"1948"	"ID1948"	1.212497	0.708131	0
"1949"	"ID1949"	0.533381	0.296975	0
"1950"	"ID1950"	1.506568	0.133656	0
"1951"	"ID1951"	2.984811	0.000223	0
"1952"	"ID1952"	2.219723	0.001005	0
"1953"	"ID1953"	1.224967	0.078151	0
"1954"	"ID1954"	0.373078	0.350981	0
"1955"	"ID1955"	0.022146	0.000557	0
"1956"	"ID1956"	0.217856	0.001287	0
"1957"	"ID1957"	0.939879	0.923132	0
"1958"	"ID1958"	2.963264	0.046236	0
"1959"	"ID1959"	0.977281	0.95635	0
"1960"	"ID1960"	1.418386	0.398511	0
"1961"	"ID1961"	1.822313	0.016264	0
"1962"	"ID1962"	1.635265	0.022539	0
"1963"	"ID1963"	2.023786	0.016282	0
"1964"	"ID1964"	1.906913	0.161698	0
"1965"	"ID1965"	0.577686	0.286292	0
"1966"	"ID1966"	1.404605	0.349996	0
"1967"	"ID1967"	1.08312	0.703745	0
"1968"	"ID1968"	2.185986	0.006589	0
"1969"	"ID1969"	0.614767	0.297453	0
"1970"	"ID1970"	0.333377	0.416656	0
"1971"	"ID1971"	1.225113	0.749758	0
"1972"	"ID1972"	12.758232	2.3e-05	0
"1973"	"ID1973"	0.913099	0.883996	0
"1974"	"ID1974"	3.212874	0.073562	0
"1975"	"ID1975"	48.952825	4e-06	0
"1976"	"ID1976"	1.89068	0.312772	0
"1977"	"ID1977"	2.07269	0.200816	0
"1978"	"ID1978"	1.010408	0.727646	0
"1979"	"ID1979"	1.686473	0.037693	0
"1980"	"ID1980"	8.161813	9e-05	0
"1981"	"ID1981"	0.475735	0.000583	0
"1982"	"ID1982"	0.176261	9.5e-05	0
"1983"	"ID1983"	1.694187	0.054103	0
"1984"	"ID1984"	1.048349	0.925534	0
"1985"	"ID1985"	2.182847	2e-06	0
"1986"	"ID1986"	7.417091	0.003297	0
"1987"	"ID1987"	0.76466	0.501646	0
"1988"	"ID1988"	1.222592	0.648594	0
"1989"	"ID1989"	0.211379	0.002155	0
"1990"	"ID1990"	1.744266	0.601015	0
"1991"	"ID1991"	0.72841	0.545708	0
"1992"	"ID1992"	0.923932	0.53531	0
"1993"	"ID1993"	5.385632	0.273687	0
"1994"	"ID1994"	0.986953	0.970916	0
"1995"	"ID1995"	0.619934	0.135213	0
"1996"	"ID1996"	1.855049	0.01931	0
"1997"	"ID1997"	5.29362	0.007584	0
"1998"	"ID1998"	0.491449	0.076249	0
"1999"	"ID1999"	34.540242	0.146597	0
"2000"	"ID2000"	0.159573	0.0196	0
"2001"	"ID2001"	0.961679	0.953756	0
"2002"	"ID2002"	1.216475	0.757579	0
"2003"	"ID2003"	1.104889	0.817265	0
"2004"	"ID2004"	1.869	0.425865	0
"2005"	"ID2005"	2.045598	0.258779	0
"2006"	"ID2006"	0.781191	0.58823	0
"2007"	"ID2007"	89.482615	1.1e-05	0
"2008"	"ID2008"	1.61824	0.163596	0
"2009"	"ID2009"	2.141175	0.15159	0
"2010"	"ID2010"	0.32356	0.255734	0
"2011"	"ID2011"	3.408741	0.004481	0
"2012"	"ID2012"	1.370934	0.001493	0
"2013"	"ID2013"	0.68789	0.312124	0
"2014"	"ID2014"	2.776368	0.1203	0
"2015"	"ID2015"	0.958738	0.934969	0
"2016"	"ID2016"	0.926527	0.842917	0
"2017"	"ID2017"	2.385407	0.014257	0
"2018"	"ID2018"	1.907791	0.058102	0
"2019"	"ID2019"	0.21223	0.107525	0
"2020"	"ID2020"	1.522929	0.043667	0
"2021"	"ID2021"	0.083169	0.000742	0
"2022"	"ID2022"	0.795055	0.563108	0
"2023"	"ID2023"	0.502692	0.260574	0
"2024"	"ID2024"	0.272968	0.127764	0
"2025"	"ID2025"	0.926182	0.839079	0
"2026"	"ID2026"	1.619951	0.004857	0
"2027"	"ID2027"	1.159891	0.057797	0
"2028"	"ID2028"	0.895403	0.105404	0
"2029"	"ID2029"	80.686196	1e-06	0
"2030"	"ID2030"	0.86042	0.729735	0
"2031"	"ID2031"	66.930211	3.4e-05	0
"2032"	"ID2032"	1.039945	0.63117	0
"2033"	"ID2033"	0.62681	0.209213	0
"2034"	"ID2034"	6.859783	0.399921	0
"2035"	"ID2035"	1.307056	0.235744	0
"2036"	"ID2036"	2.124067	0.012995	0
"2037"	"ID2037"	0.431138	0.130515	0
"2038"	"ID2038"	0.810424	0.288413	0
"2039"	"ID2039"	0.371981	0.125445	0
"2040"	"ID2040"	0.822866	0.305654	0
"2041"	"ID2041"	0.997865	0.997889	0
"2042"	"ID2042"	3.185826	0.00191	0
"2043"	"ID2043"	1.010789	0.927953	0
"2044"	"ID2044"	0.514951	0.014068	0
"2045"	"ID2045"	3.759675	0.000368	0
"2046"	"ID2046"	1.215252	0.540477	0
"2047"	"ID2047"	0.87326	0.565104	0
"2048"	"ID2048"	0.785994	0.68674	0
"2049"	"ID2049"	0.333943	0.144206	0
"2050"	"ID2050"	0.086773	9.6e-05	0
"2051"	"ID2051"	0.499365	0.266682	0
"2052"	"ID2052"	1.150988	0.305673	0
"2053"	"ID2053"	1.47537	0.010765	0
"2054"	"ID2054"	1.864391	0.039715	0
"2055"	"ID2055"	1.27652	0.422306	0
"2056"	"ID2056"	0.261097	0.005412	0
"2057"	"ID2057"	0.844681	0.196876	0
"2058"	"ID2058"	6.806279	1e-06	0
"2059"	"ID2059"	0.6434	0.079343	0
"2060"	"ID2060"	0.14692	0.001418	0
"2061"	"ID2061"	1.024258	0.869567	0
"2062"	"ID2062"	0.851496	0.507518	0
"2063"	"ID2063"	5.361575	0.406334	0
"2064"	"ID2064"	0.36884	0.217294	0
"2065"	"ID2065"	3.020481	6.6e-05	0
"2066"	"ID2066"	2.11543	0.010504	0
"2067"	"ID2067"	1.24412	0.010283	0
"2068"	"ID2068"	1.197645	0.61046	0
"2069"	"ID2069"	0.45404	0.192054	0
"2070"	"ID2070"	1.514877	0.414455	0
"2071"	"ID2071"	3.414862	0.388471	0
"2072"	"ID2072"	1.004235	0.990109	0
"2073"	"ID2073"	1.438216	0.289699	0
"2074"	"ID2074"	20.030612	0.003147	0
"2075"	"ID2075"	3.671419	0.480294	0
"2076"	"ID2076"	3.916298	0.011504	0
"2077"	"ID2077"	0.731617	0.349582	0
"2078"	"ID2078"	4.018901	0.175698	0
"2079"	"ID2079"	0.560281	0.132705	0
"2080"	"ID2080"	1.919979	0.033765	0
"2081"	"ID2081"	0.705221	0.023454	0
"2082"	"ID2082"	0.923683	0.801921	0
"2083"	"ID2083"	0.997365	0.993019	0
"2084"	"ID2084"	2.94515	0.008228	0
"2085"	"ID2085"	1.053749	0.349352	0
"2086"	"ID2086"	3.989397	0.003893	0
"2087"	"ID2087"	0.680375	0.407451	0
"2088"	"ID2088"	1.978353	0.09281	0
"2089"	"ID2089"	2.073621	0.147223	0
"2090"	"ID2090"	0.556551	0.000178	0
"2091"	"ID2091"	2.023184	6.4e-05	0
"2092"	"ID2092"	1.280508	0.000713	0
"2093"	"ID2093"	2.081515	0.068398	0
"2094"	"ID2094"	1.934208	0.001032	0
"2095"	"ID2095"	2.847835	0.000748	0
"2096"	"ID2096"	37.479588	0.001857	0
"2097"	"ID2097"	1.358526	0.036436	0
"2098"	"ID2098"	1.10047	0.834996	0
"2099"	"ID2099"	0.767753	0.423506	0
"2100"	"ID2100"	3.698968	0.109661	0
"2101"	"ID2101"	3.05679	0.000142	0
"2102"	"ID2102"	5.411221	0.12271	0
"2103"	"ID2103"	1.114798	0.049333	0
"2104"	"ID2104"	0.026473	0.019906	0
"2105"	"ID2105"	1.489153	0.390027	0
"2106"	"ID2106"	1.022551	0.674575	0
"2107"	"ID2107"	1.187306	0.322162	0
"2108"	"ID2108"	2.920952	0.1867	0
"2109"	"ID2109"	2.478927	0.000623	0
"2110"	"ID2110"	1.173548	0.725659	0
"2111"	"ID2111"	1.155581	0.828036	0
"2112"	"ID2112"	1.51426	0.399948	0
"2113"	"ID2113"	0.963072	0.912515	0
"2114"	"ID2114"	6.793478	0.000166	0
"2115"	"ID2115"	1.34924	0.618626	0
"2116"	"ID2116"	1.712859	0.002437	0
"2117"	"ID2117"	6.955652	0.018206	0
"2118"	"ID2118"	2.359917	0.012173	0
"2119"	"ID2119"	0.880348	0.360446	0
"2120"	"ID2120"	1.44111	0.016487	0
"2121"	"ID2121"	5.588397	0.000718	0
"2122"	"ID2122"	0.818554	0.196612	0
"2123"	"ID2123"	4.001205	0.14943	0
"2124"	"ID2124"	0.637196	0.617697	0
"2125"	"ID2125"	1.671052	0.002933	0
"2126"	"ID2126"	2.396124	0.141732	0
"2127"	"ID2127"	0.748766	0.481336	0
"2128"	"ID2128"	1.475465	0.347734	0
"2129"	"ID2129"	0.785718	0.001862	0
"2130"	"ID2130"	1.476419	0.624381	0
"2131"	"ID2131"	1.629039	0.561756	0
"2132"	"ID2132"	2.0313	0.017863	0
"2133"	"ID2133"	0.618405	0.458323	0
"2134"	"ID2134"	1.644245	0.001294	0
"2135"	"ID2135"	0.612	0.320204	0
"2136"	"ID2136"	1.35236	0.004658	0
"2137"	"ID2137"	2.547334	0.000305	0
"2138"	"ID2138"	1.934995	0.017409	0
"2139"	"ID2139"	1.890882	0.000255	0
"2140"	"ID2140"	2.836191	0.000996	0
"2141"	"ID2141"	0.546371	0.367826	0
"2142"	"ID2142"	3.548064	0.199687	0
"2143"	"ID2143"	1.957508	0.000421	0
"2144"	"ID2144"	0.327013	0.323465	0
"2145"	"ID2145"	2.340466	0.024163	0
"2146"	"ID2146"	19.38791	9e-06	0
"2147"	"ID2147"	1.003014	0.990076	0
"2148"	"ID2148"	0.866639	0.634496	0
"2149"	"ID2149"	0.418218	0.199287	0
"2150"	"ID2150"	0.882947	0.869338	0
"2151"	"ID2151"	1.017628	0.963144	0
"2152"	"ID2152"	0.276804	0.001269	0
"2153"	"ID2153"	0.110884	4e-06	0
"2154"	"ID2154"	0.704052	0.686957	0
"2155"	"ID2155"	0.534864	0.299695	0
"2156"	"ID2156"	0.979468	0.768647	0
"2157"	"ID2157"	4.206702	0.043044	0
"2158"	"ID2158"	3.36485	0.007619	0
"2159"	"ID2159"	1.618749	0.385648	0
"2160"	"ID2160"	8.293577	0.001117	0
"2161"	"ID2161"	4.441239	0.350948	0
"2162"	"ID2162"	1.228075	0.63571	0
"2163"	"ID2163"	0.993027	0.990694	0
"2164"	"ID2164"	0.699181	0.043498	0
"2165"	"ID2165"	0.542326	0.200293	0
"2166"	"ID2166"	2.314607	0.093602	0
"2167"	"ID2167"	0.795938	0.735705	0
"2168"	"ID2168"	0.621672	0.561399	0
"2169"	"ID2169"	0.660398	0.302182	0
"2170"	"ID2170"	1.839957	0.359351	0
"2171"	"ID2171"	2.854736	0.004365	0
"2172"	"ID2172"	1.275744	0.011727	0
"2173"	"ID2173"	5.896466	7e-06	0
"2174"	"ID2174"	1.102859	0.647218	0
"2175"	"ID2175"	1.864566	0.066369	0
"2176"	"ID2176"	1.502153	0.037522	0
"2177"	"ID2177"	3.409587	0.021716	0
"2178"	"ID2178"	5.761264	0	0
"2179"	"ID2179"	1.541047	0.404113	0
"2180"	"ID2180"	3.645674	0.143665	0
"2181"	"ID2181"	2.042842	0.138461	0
"2182"	"ID2182"	1.483401	0.008082	0
"2183"	"ID2183"	0.885654	0.843274	0
"2184"	"ID2184"	1.266058	0.764405	0
"2185"	"ID2185"	0.104278	0.358839	0
"2186"	"ID2186"	1.003963	0.973951	0
"2187"	"ID2187"	1.933604	0.000359	0
"2188"	"ID2188"	1.259608	0.450458	0
"2189"	"ID2189"	1.446683	0.353561	0
"2190"	"ID2190"	1.107767	0.800461	0
"2191"	"ID2191"	1.108282	0.823835	0
"2192"	"ID2192"	0.895636	0.75504	0
"2193"	"ID2193"	5.366888	0.375772	0
"2194"	"ID2194"	0.67331	0.399652	0
"2195"	"ID2195"	1.014581	0.982608	0
"2196"	"ID2196"	1.282932	0.040085	0
"2197"	"ID2197"	1.000641	0.992702	0
"2198"	"ID2198"	1.552291	0.134237	0
"2199"	"ID2199"	5.103869	0.000167	0
"2200"	"ID2200"	0.888676	0.81146	0
"2201"	"ID2201"	1.298051	0.006011	0
"2202"	"ID2202"	2.155241	0.176645	0
"2203"	"ID2203"	1.127726	0.266701	0
"2204"	"ID2204"	1.239548	0.583959	0
"2205"	"ID2205"	3.068823	0.01086	0
"2206"	"ID2206"	1.493057	0.566199	0
"2207"	"ID2207"	0.734223	0.018924	0
"2208"	"ID2208"	2.292273	0.008424	0
"2209"	"ID2209"	1.623107	0.002602	0
"2210"	"ID2210"	3.360799	0.124109	0
"2211"	"ID2211"	1.323532	0.214629	0
"2212"	"ID2212"	3.421298	4.3e-05	0
"2213"	"ID2213"	0.533824	0.415839	0
"2214"	"ID2214"	1.047544	0.892426	0
"2215"	"ID2215"	0.440985	0.212118	0
"2216"	"ID2216"	0.445479	0.086699	0
"2217"	"ID2217"	0.412634	0.11488	0
"2218"	"ID2218"	0.918152	0.545103	0
"2219"	"ID2219"	0.730768	0.267861	0
"2220"	"ID2220"	2.159014	0.000139	0
"2221"	"ID2221"	1.10826	0.111063	0
"2222"	"ID2222"	1.001475	0.996617	0
"2223"	"ID2223"	4.439748	0.011718	0
"2224"	"ID2224"	0.400196	0.006473	0
"2225"	"ID2225"	1.202063	0.781732	0
"2226"	"ID2226"	2.486186	0.112161	0
"2227"	"ID2227"	4.153415	7e-06	0
"2228"	"ID2228"	0.705191	0.45014	0
"2229"	"ID2229"	0.675785	0.01373	0
"2230"	"ID2230"	1.305556	0.44556	0
"2231"	"ID2231"	1.354909	0.274338	0
"2232"	"ID2232"	1.85465	0.335241	0
"2233"	"ID2233"	2.57763	0.061276	0
"2234"	"ID2234"	1.399226	0.601703	0
"2235"	"ID2235"	0.339712	0.091155	0
"2236"	"ID2236"	46.260064	0	0
"2237"	"ID2237"	2.945091	0.001347	0
"2238"	"ID2238"	0.705958	0.584939	0
"2239"	"ID2239"	1.117466	0.015997	0
"2240"	"ID2240"	1.63908	0.338946	0
"2241"	"ID2241"	1.488268	0.002671	0
"2242"	"ID2242"	0.726243	0.172157	0
"2243"	"ID2243"	1.089309	0.268352	0
"2244"	"ID2244"	1.359137	0.005687	0
"2245"	"ID2245"	0.924584	0.583957	0
"2246"	"ID2246"	1.620182	0.007011	0
"2247"	"ID2247"	2.173721	0.007448	0
"2248"	"ID2248"	4.43064	0.041423	0
"2249"	"ID2249"	6.868136	0.000489	0
"2250"	"ID2250"	0.849788	0.125386	0
"2251"	"ID2251"	0.299491	0.000162	0
"2252"	"ID2252"	0.58193	0.359944	0
"2253"	"ID2253"	2.617544	0.011134	0
"2254"	"ID2254"	0.805673	0.573943	0
"2255"	"ID2255"	2.405473	0.00035	0
"2256"	"ID2256"	3.693545	0.000129	0
"2257"	"ID2257"	1.113676	0.846375	0
"2258"	"ID2258"	0.329313	0.417762	0
"2259"	"ID2259"	0.64166	0.493344	0
"2260"	"ID2260"	3.877122	0.294341	0
"2261"	"ID2261"	8.163194	0.001448	0
"2262"	"ID2262"	62.581942	0.12196	0
"2263"	"ID2263"	0.706449	0.354989	0
"2264"	"ID2264"	1.810557	0.16289	0
"2265"	"ID2265"	0.63456	0.019741	0
"2266"	"ID2266"	0.734543	0.591838	0
"2267"	"ID2267"	0.21788	0.030523	0
"2268"	"ID2268"	2.597503	0.059987	0
"2269"	"ID2269"	0.943341	0.427064	0
"2270"	"ID2270"	1.288968	0.102697	0
"2271"	"ID2271"	1.492252	0.62616	0
"2272"	"ID2272"	0.691155	0.600287	0
"2273"	"ID2273"	1.784873	0.004231	0
"2274"	"ID2274"	2.636082	0.211383	0
"2275"	"ID2275"	1.857486	0.202743	0
"2276"	"ID2276"	1.68053	0.257675	0
"2277"	"ID2277"	2.26845	0.012002	0
"2278"	"ID2278"	3.558093	0.295281	0
"2279"	"ID2279"	4.524628	0.027415	0
"2280"	"ID2280"	0.40158	0.223622	0
"2281"	"ID2281"	4.542087	0.193336	0
"2282"	"ID2282"	0.891125	0.150593	0
"2283"	"ID2283"	11.984994	0.000162	0
"2284"	"ID2284"	0.003975	8e-06	0
"2285"	"ID2285"	0.831708	0.734513	0
"2286"	"ID2286"	1.36572	0.007356	0
"2287"	"ID2287"	1.49256	0.465152	0
"2288"	"ID2288"	1.21382	0.836383	0
"2289"	"ID2289"	0.262119	8.7e-05	0
"2290"	"ID2290"	1.34236	0.444639	0
"2291"	"ID2291"	0.840275	0.611362	0
"2292"	"ID2292"	1.752697	0.479268	0
"2293"	"ID2293"	1.084892	0.376495	0
"2294"	"ID2294"	1.428975	0.008591	0
"2295"	"ID2295"	1.374867	0.024703	0
"2296"	"ID2296"	0.625714	0.001514	0
"2297"	"ID2297"	1.798153	0.000114	0
"2298"	"ID2298"	3.031022	0.00102	0
"2299"	"ID2299"	1.190732	0.025232	0
"2300"	"ID2300"	1.189564	0.86168	0
"2301"	"ID2301"	2.71261	0.215201	0
"2302"	"ID2302"	0.204117	0.002068	0
"2303"	"ID2303"	0.207487	0.003268	0
"2304"	"ID2304"	6.08469	0.006568	0
"2305"	"ID2305"	4.489024	0.000545	0
"2306"	"ID2306"	1.038992	0.9033	0
"2307"	"ID2307"	1.45591	0.004235	0
"2308"	"ID2308"	1.75675	0.446731	0
"2309"	"ID2309"	4.019149	0.162227	0
"2310"	"ID2310"	3.262185	0.00026	0
"2311"	"ID2311"	2.061617	0.348759	0
"2312"	"ID2312"	0.390733	0.005935	0
"2313"	"ID2313"	3.497924	0.017255	0
"2314"	"ID2314"	0.647731	0.058717	0
"2315"	"ID2315"	0.964606	0.935792	0
"2316"	"ID2316"	2.138641	0.025329	0
"2317"	"ID2317"	1.485706	0.000108	0
"2318"	"ID2318"	0.74733	0.289759	0
"2319"	"ID2319"	13.320398	0.078037	0
"2320"	"ID2320"	0.646613	0.661611	0
"2321"	"ID2321"	0.264422	0.45256	0
"2322"	"ID2322"	1.314684	0.338321	0
"2323"	"ID2323"	1.4332	0.385925	0
"2324"	"ID2324"	1.315398	0.680879	0
"2325"	"ID2325"	1.330782	0.656732	0
"2326"	"ID2326"	0.727764	0.0061	0
"2327"	"ID2327"	0.002183	0	0
"2328"	"ID2328"	0.024584	2.3e-05	0
"2329"	"ID2329"	1.092972	0.758472	0
"2330"	"ID2330"	0.597285	0.047241	0
"2331"	"ID2331"	0.887081	0.318272	0
"2332"	"ID2332"	0.37341	0.006852	0
"2333"	"ID2333"	1.988481	0.018304	0
"2334"	"ID2334"	0.132424	3.6e-05	0
"2335"	"ID2335"	0.798271	0.842817	0
"2336"	"ID2336"	1.323485	0.652159	0
"2337"	"ID2337"	0.406889	0.048866	0
"2338"	"ID2338"	0.195648	0.000438	0
"2339"	"ID2339"	0.566519	0.285468	0
"2340"	"ID2340"	0.528119	0.001259	0
"2341"	"ID2341"	0.092247	0.000239	0
"2342"	"ID2342"	6.08321	0.025329	0
"2343"	"ID2343"	1.271167	0.077171	0
"2344"	"ID2344"	1.175653	0.223404	0
"2345"	"ID2345"	0.830554	0.001125	0
"2346"	"ID2346"	2.008348	0.075578	0
"2347"	"ID2347"	0.609689	0.43925	0
"2348"	"ID2348"	2.123036	0.40832	0
"2349"	"ID2349"	1.96588	0.080088	0
"2350"	"ID2350"	1.010856	0.986279	0
"2351"	"ID2351"	3.414549	0.1532	0
"2352"	"ID2352"	5.427603	0.003587	0
"2353"	"ID2353"	0.675113	0.461187	0
"2354"	"ID2354"	1.627314	0.175885	0
"2355"	"ID2355"	3.11192	0.010349	0
"2356"	"ID2356"	1.189172	0.719564	0
"2357"	"ID2357"	0.691839	0.153967	0
"2358"	"ID2358"	0.907426	0.727118	0
"2359"	"ID2359"	27.127658	0.000595	0
"2360"	"ID2360"	1.120673	0.809458	0
"2361"	"ID2361"	0.054023	0.000181	0
"2362"	"ID2362"	1.029824	0.810648	0
"2363"	"ID2363"	16.474548	0.000569	0
"2364"	"ID2364"	0.570236	0.380874	0
"2365"	"ID2365"	1.314499	0.09461	0
"2366"	"ID2366"	1.796129	0.471505	0
"2367"	"ID2367"	0.897811	0.54648	0
"2368"	"ID2368"	0.642292	0.581389	0
"2369"	"ID2369"	1.356261	0.560668	0
"2370"	"ID2370"	2.037483	0.12326	0
"2371"	"ID2371"	0.753653	0.581381	0
"2372"	"ID2372"	2.932321	0.004975	0
"2373"	"ID2373"	0.745808	0.148948	0
"2374"	"ID2374"	0.784732	0.495273	0
"2375"	"ID2375"	0.832951	0.013175	0
"2376"	"ID2376"	1.271347	0.002149	0
"2377"	"ID2377"	0.020228	0.001201	0
"2378"	"ID2378"	0.781767	0.2864	0
"2379"	"ID2379"	3.776295	0.150179	0
"2380"	"ID2380"	0.797685	0.645567	0
"2381"	"ID2381"	1.271647	0.792249	0
"2382"	"ID2382"	0.414197	0.035896	0
"2383"	"ID2383"	1.163808	0.717251	0
"2384"	"ID2384"	2.111385	0.461892	0
"2385"	"ID2385"	1.11871	0.38915	0
"2386"	"ID2386"	2.261649	0.087455	0
"2387"	"ID2387"	1.12286	0.791865	0
"2388"	"ID2388"	0.830039	0.573428	0
"2389"	"ID2389"	0.189892	0.292238	0
"2390"	"ID2390"	3.528963	0.195518	0
"2391"	"ID2391"	8.636264	0.020466	0
"2392"	"ID2392"	0.530336	0.157288	0
"2393"	"ID2393"	2.734597	0.28161	0
"2394"	"ID2394"	5.523097	0.133301	0
"2395"	"ID2395"	1.471362	0.581098	0
"2396"	"ID2396"	1.38823	0.623091	0
"2397"	"ID2397"	2.302258	0.423745	0
"2398"	"ID2398"	1.33657	0.00363	0
"2399"	"ID2399"	1.576688	0.655802	0
"2400"	"ID2400"	10.446096	0.106544	0
"2401"	"ID2401"	0.221581	0.000498	0
