"Name"	"FC"	"PValue"	"Marker"
"632"	"ID632"	1.353209	0.009668	0
"633"	"ID633"	1.990209	0.206206	0
"634"	"ID634"	0.457312	4e-06	0
"635"	"ID635"	0.453926	0.02855	0
"636"	"ID636"	0.428155	0.000159	0
"637"	"ID637"	2.434917	0.327707	0
"638"	"ID638"	0.297925	4.4e-05	0
"639"	"ID639"	0.006275	0	0
"640"	"ID640"	1.055573	0.928194	0
"641"	"ID641"	0.785829	0.00066	0
"642"	"ID642"	1.514539	0.423283	0
"643"	"ID643"	1.402909	0.017632	0
"644"	"ID644"	1.292767	0.41199	0
"645"	"ID645"	2.423973	0.012122	0
"646"	"ID646"	1.970638	2e-06	0
"647"	"ID647"	0.861095	0.811872	0
"648"	"ID648"	0.932909	0.020861	0
"649"	"ID649"	0.565995	2.7e-05	0
"650"	"ID650"	1.676599	0.000207	0
"651"	"ID651"	1.303992	0.284156	0
"652"	"ID652"	1.585584	2.8e-05	0
"653"	"ID653"	1.603588	0.000351	0
"654"	"ID654"	1.117262	0.250807	0
"655"	"ID655"	0.509238	0.22926	0
"656"	"ID656"	0.700916	0.004781	0
"657"	"ID657"	0.610477	0.000206	0
"658"	"ID658"	0.970005	0.96703	0
"659"	"ID659"	1.04378	0.929188	0
"660"	"ID660"	1.880552	0.020526	0
"661"	"ID661"	0.05534	0.000149	0
"662"	"ID662"	1.190835	0.003373	0
"663"	"ID663"	0.543312	0.290588	0
"664"	"ID664"	0.669112	0.002221	0
"665"	"ID665"	1.196898	0.068533	0
"666"	"ID666"	0.95949	0.035538	0
"667"	"ID667"	0.994879	0.938532	0
"668"	"ID668"	0.427005	0.360599	0
"669"	"ID669"	1.14331	0.767066	0
"670"	"ID670"	2.468243	0.000238	0
"671"	"ID671"	0.69173	0.004421	0
"672"	"ID672"	2.980794	0.000118	0
"673"	"ID673"	1.604639	0.541465	0
"674"	"ID674"	0.891879	0.883	0
"675"	"ID675"	0.591063	0.002045	0
"676"	"ID676"	5.726025	0.000869	0
"677"	"ID677"	0.62164	0.270532	0
"678"	"ID678"	0.830634	0.019508	0
"679"	"ID679"	2.34854	0.007647	0
"680"	"ID680"	1.199345	0.001444	0
"681"	"ID681"	1.551994	0.354639	0
"682"	"ID682"	1.524008	0.013988	0
"683"	"ID683"	2.161297	0.018858	0
"684"	"ID684"	1.054699	0.126127	0
"685"	"ID685"	3.317318	1e-05	0
"686"	"ID686"	1.755972	0.001899	0
"687"	"ID687"	1.973842	0.004254	0
"688"	"ID688"	1.990527	0.001678	0
"689"	"ID689"	2.236039	0.004741	0
"690"	"ID690"	0.67824	0.004795	0
"691"	"ID691"	0.753804	0.599751	0
"692"	"ID692"	0.590265	0.001313	0
"693"	"ID693"	2.262217	0.000604	0
"694"	"ID694"	1.557162	0.005022	0
"695"	"ID695"	1.296758	0.0304	0
"696"	"ID696"	3.852573	0.005619	0
"697"	"ID697"	0.870647	0.017099	0
"698"	"ID698"	0.798079	0.640122	0
"699"	"ID699"	0.503492	0.000268	0
"700"	"ID700"	1.194623	0.006446	0
"701"	"ID701"	4.622847	0.009267	0
"702"	"ID702"	1.418326	0.003482	0
"703"	"ID703"	0.386193	0.202003	0
"704"	"ID704"	0.587212	7.3e-05	0
"705"	"ID705"	0.526015	0.000223	0
"706"	"ID706"	0.334245	0.000186	0
"707"	"ID707"	1.647177	0.001058	0
"708"	"ID708"	6.911737	0.034724	0
"709"	"ID709"	2.341519	0.000546	0
"710"	"ID710"	0.194687	1.2e-05	0
"711"	"ID711"	1.097809	0.318062	0
"712"	"ID712"	1.351486	0.353671	0
"713"	"ID713"	1.301791	0.003057	0
"714"	"ID714"	0.651256	0.000437	0
"715"	"ID715"	2.609815	0.057246	0
"716"	"ID716"	7.60155	3e-06	0
"717"	"ID717"	0.720925	0.059663	0
"718"	"ID718"	1.338684	0.457104	0
"719"	"ID719"	4.43744	0.007149	0
"720"	"ID720"	8.535363	0	0
"721"	"ID721"	0.819257	0.243469	0
"722"	"ID722"	1.838538	0.000988	0
"723"	"ID723"	1.197636	0.000335	0
"724"	"ID724"	0.516682	0.309294	0
"725"	"ID725"	2.3112	0.078516	0
"726"	"ID726"	1.611465	1e-06	0
"727"	"ID727"	0.704659	0.086138	0
"728"	"ID728"	0.532818	0.243371	0
"729"	"ID729"	0.659938	0.000226	0
"730"	"ID730"	0.366861	0.000193	0
"731"	"ID731"	2.950251	0.148008	0
"732"	"ID732"	0.856114	0.017709	0
"733"	"ID733"	3.247075	0.000637	0
"734"	"ID734"	1.092285	0.38419	0
"735"	"ID735"	8.134987	0.001243	0
"736"	"ID736"	1.144062	0.014539	0
"737"	"ID737"	0.824617	0.692592	0
"738"	"ID738"	1.164183	0.020311	0
"739"	"ID739"	1.163507	0.227643	0
"740"	"ID740"	1.348799	0.018709	0
"741"	"ID741"	2.091746	4.5e-05	0
"742"	"ID742"	1.300562	0.003546	0
"743"	"ID743"	1.553584	0.000683	0
"744"	"ID744"	0.478865	0.014884	0
"745"	"ID745"	1.708148	0.493728	0
"746"	"ID746"	0.593551	0.39371	0
"747"	"ID747"	4.701985	0.239937	0
"748"	"ID748"	1.586262	0.000708	0
"749"	"ID749"	7.968301	0.162336	0
"750"	"ID750"	2.808323	0.000219	0
"751"	"ID751"	2.466097	0.254608	0
"752"	"ID752"	1.681598	0.000684	0
"753"	"ID753"	1.188126	0.389017	0
"754"	"ID754"	0.510871	0.000457	0
"755"	"ID755"	1.249438	0.248043	0
"756"	"ID756"	1.353545	0.122028	0
"757"	"ID757"	8.235465	0.008708	0
"758"	"ID758"	2.194514	7e-05	0
"759"	"ID759"	1.235749	0.501266	0
"760"	"ID760"	0.810048	0.008556	0
"761"	"ID761"	9.149993	3e-06	0
"762"	"ID762"	1.576217	0.000327	0
"763"	"ID763"	8.394612	2e-06	0
"764"	"ID764"	0.28428	0.00107	0
"765"	"ID765"	0.678366	0.203968	0
"766"	"ID766"	0.982865	0.973098	0
"767"	"ID767"	0.40753	0.011217	0
"768"	"ID768"	1.608461	0.106202	0
"769"	"ID769"	7.71777	5.9e-05	0
"770"	"ID770"	14.275411	1.5e-05	0
"771"	"ID771"	1.819319	0.257697	0
"772"	"ID772"	277.961587	0.001567	0
"773"	"ID773"	1.65468	0.424698	0
"774"	"ID774"	0.70838	0.101907	0
"775"	"ID775"	4.102565	0.000163	0
"776"	"ID776"	0.747747	0.420304	0
"777"	"ID777"	3.814945	0.000693	0
"778"	"ID778"	2.674123	0.395736	0
"779"	"ID779"	3.462702	0.135484	0
"780"	"ID780"	1.424292	0.000563	0
"781"	"ID781"	1.037951	0.953601	0
"782"	"ID782"	0.57645	0.002067	0
"783"	"ID783"	2.344818	0.128152	0
"784"	"ID784"	0.996919	0.970776	0
"785"	"ID785"	1.195813	0.000814	0
"786"	"ID786"	1.363373	0.016514	0
"787"	"ID787"	1.297232	0.542503	0
"788"	"ID788"	0.759009	0.586514	0
"789"	"ID789"	0.239285	0.000123	0
"790"	"ID790"	1.885874	0.000127	0
"791"	"ID791"	1.211523	0.017999	0
"792"	"ID792"	0.336895	0.004293	0
"793"	"ID793"	0.663526	0.009909	0
"794"	"ID794"	0.736477	0.009928	0
"795"	"ID795"	2.239496	0.011212	0
"796"	"ID796"	0.750964	0.231152	0
"797"	"ID797"	2.480473	0.060148	0
"798"	"ID798"	0.642433	4.8e-05	0
"799"	"ID799"	0.790512	0.004046	0
"800"	"ID800"	0.381074	0.000191	0
"801"	"ID801"	0.560842	0.057237	0
"802"	"ID802"	2.021644	3.3e-05	0
"803"	"ID803"	4.669477	2e-06	0
"804"	"ID804"	1.004094	0.969029	0
"805"	"ID805"	1.67148	0.099254	0
"806"	"ID806"	1.267142	0.760672	0
"807"	"ID807"	0.427732	0.000192	0
"808"	"ID808"	1.570278	0.268985	0
"809"	"ID809"	1.383159	0.674972	0
"810"	"ID810"	1.639571	0.004089	0
"811"	"ID811"	1.671372	0.000849	0
"812"	"ID812"	1.995674	0.006001	0
"813"	"ID813"	0.939138	0.000884	0
"814"	"ID814"	0.543689	0.002385	0
"815"	"ID815"	2.532144	0.013097	0
"816"	"ID816"	3.459292	0.022721	0
"817"	"ID817"	0.662489	0.514478	0
"818"	"ID818"	1.100989	0.520797	0
"819"	"ID819"	0.709892	0.56902	0
"820"	"ID820"	2.039714	0.125124	0
"821"	"ID821"	4.622612	0.001105	0
"822"	"ID822"	2.187417	0.00027	0
"823"	"ID823"	4.686517	0.000578	0
"824"	"ID824"	1.303085	0.607479	0
"825"	"ID825"	5.075366	0.016434	0
"826"	"ID826"	1.654451	0.000567	0
"827"	"ID827"	0.312336	0.064363	0
"828"	"ID828"	0.238253	0.41562	0
"829"	"ID829"	1.399689	0.009529	0
"830"	"ID830"	1.250081	0.57015	0
"831"	"ID831"	0.347703	0.005288	0
"832"	"ID832"	0.639534	0.023325	0
"833"	"ID833"	2.518897	8.4e-05	0
"834"	"ID834"	1.510779	0.145581	0
"835"	"ID835"	2.645525	0.094792	0
"836"	"ID836"	1.534602	0.000413	0
"837"	"ID837"	8.657324	0.010032	0
"838"	"ID838"	0.606156	0.032373	0
"839"	"ID839"	0.768277	0.051278	0
"840"	"ID840"	0.499855	6e-06	0
"841"	"ID841"	1.394755	0.000954	0
"842"	"ID842"	3.367795	0.002832	0
"843"	"ID843"	3.038955	3.4e-05	0
"844"	"ID844"	1.401567	0.025176	0
"845"	"ID845"	0.791356	0.003844	0
"846"	"ID846"	1.056103	0.757913	0
"847"	"ID847"	0.676173	0.118762	0
"848"	"ID848"	1.16015	0.773964	0
"849"	"ID849"	0.088079	0.000133	0
"850"	"ID850"	0.406146	0.014907	0
"851"	"ID851"	0.056167	5.1e-05	0
"852"	"ID852"	2.781841	2.4e-05	0
"853"	"ID853"	4.286745	8.9e-05	0
"854"	"ID854"	0.512358	0.000855	0
"855"	"ID855"	0.581527	0.050473	0
"856"	"ID856"	1.999223	0.002122	0
"857"	"ID857"	0.928116	0.830931	0
"858"	"ID858"	0.440268	6.7e-05	0
"859"	"ID859"	0.299407	0.004442	0
"860"	"ID860"	2.172195	1e-06	0
"861"	"ID861"	2.527781	0.042149	0
"862"	"ID862"	0.978647	0.749462	0
"863"	"ID863"	0.238286	0.001091	0
"864"	"ID864"	105.376854	0.000117	0
"865"	"ID865"	5.924556	0.003103	0
"866"	"ID866"	2.983124	3e-06	0
"867"	"ID867"	0.849189	0.00151	0
"868"	"ID868"	1.026633	0.969991	0
"869"	"ID869"	1.813874	0.083027	0
"870"	"ID870"	0.906724	0.858711	0
"871"	"ID871"	0.887838	0.855029	0
"872"	"ID872"	0.381809	0.000809	0
"873"	"ID873"	1.524706	0.565425	0
"874"	"ID874"	3.22861	0.000413	0
"875"	"ID875"	0.295104	0.000675	0
"876"	"ID876"	0.824802	0.024481	0
"877"	"ID877"	1.930129	0.472979	0
"878"	"ID878"	0.781046	0.000268	0
"879"	"ID879"	2.892998	0.002286	0
"880"	"ID880"	1.402038	0.131576	0
"881"	"ID881"	0.916374	0.841731	0
"882"	"ID882"	0.161817	0.000453	0
"883"	"ID883"	1.412157	0.001332	0
"884"	"ID884"	5.72272	0.070962	0
"885"	"ID885"	1.674448	0.537353	0
"886"	"ID886"	9.733338	0.026456	0
"887"	"ID887"	1.30023	0.228247	0
"888"	"ID888"	1.183225	0.008975	0
"889"	"ID889"	0.565255	0.000241	0
"890"	"ID890"	1.998359	0.144417	0
"891"	"ID891"	0.402173	0.142992	0
"892"	"ID892"	1.517429	0.001978	0
"893"	"ID893"	0.556162	0.48423	0
"894"	"ID894"	1.158867	0.806124	0
"895"	"ID895"	0.698997	0.00248	0
"896"	"ID896"	1.697663	0.374347	0
"897"	"ID897"	0.199968	7.2e-05	0
"898"	"ID898"	2.924029	0.000138	0
"899"	"ID899"	1.779866	0.009108	0
"900"	"ID900"	0.67435	0.368437	0
"901"	"ID901"	1.057078	0.921415	0
"902"	"ID902"	0.636893	0.027245	0
"903"	"ID903"	0.745805	0.001718	0
"904"	"ID904"	1.213757	0.648039	0
"905"	"ID905"	1.577852	0.012382	0
"906"	"ID906"	0.94531	0.901423	0
"907"	"ID907"	1.091131	0.287071	0
"908"	"ID908"	1.032533	0.941163	0
"909"	"ID909"	0.152265	6.8e-05	0
"910"	"ID910"	1.66953	0.219068	0
"911"	"ID911"	4.33086	0.030924	0
"912"	"ID912"	1.089195	0.787976	0
"913"	"ID913"	1.046728	0.918094	0
"914"	"ID914"	1.592306	0.00173	0
"915"	"ID915"	0.396566	9.3e-05	0
"916"	"ID916"	0.159061	0.003251	0
"917"	"ID917"	0.687494	0.187489	0
"918"	"ID918"	0.081862	0.00191	0
"919"	"ID919"	6.018023	0.034306	0
"920"	"ID920"	1.557096	0.019778	0
"921"	"ID921"	1.81606	0.001334	0
"922"	"ID922"	3.115369	0.004665	0
"923"	"ID923"	1.534799	0.027246	0
"924"	"ID924"	1.506327	0.446259	0
"925"	"ID925"	1.29982	0.614452	0
"926"	"ID926"	0.153833	4.1e-05	0
"927"	"ID927"	4.978996	5.8e-05	0
"928"	"ID928"	0.232223	0.013328	0
"929"	"ID929"	2.762477	0.002086	0
"930"	"ID930"	2.214712	5.2e-05	0
"931"	"ID931"	0.471904	6.6e-05	0
"932"	"ID932"	1.060879	0.889204	0
"933"	"ID933"	1.015441	0.932333	0
"934"	"ID934"	3.901044	0.000357	0
"935"	"ID935"	1.47617	0.028472	0
"936"	"ID936"	1.4916	0.004398	0
"937"	"ID937"	3.631318	3.5e-05	0
"938"	"ID938"	0.931214	0.790317	0
"939"	"ID939"	2.349856	0.000846	0
"940"	"ID940"	0.339547	0.190127	0
"941"	"ID941"	0.645596	0.262125	0
"942"	"ID942"	1.361916	0.000294	0
"943"	"ID943"	1.828069	0.016178	0
"944"	"ID944"	1.003727	0.991922	0
"945"	"ID945"	2.19106	0.000548	0
"946"	"ID946"	0.703737	0.000885	0
"947"	"ID947"	1.212055	0.562438	0
"948"	"ID948"	10.963767	0.000173	0
"949"	"ID949"	1.089299	0.799979	0
"950"	"ID950"	14.212198	0.115285	0
"951"	"ID951"	3.26331	6.9e-05	0
"952"	"ID952"	1.479078	0.015975	0
"953"	"ID953"	1.041572	0.883192	0
"954"	"ID954"	1.637673	0.229696	0
"955"	"ID955"	0.111955	0.000538	0
"956"	"ID956"	3.34516	0.096853	0
"957"	"ID957"	0.701138	0.100619	0
"958"	"ID958"	1.630917	0.673078	0
"959"	"ID959"	0.670386	0.119155	0
"960"	"ID960"	0.262558	0.000642	0
"961"	"ID961"	2.888506	0.066919	0
"962"	"ID962"	10.663777	0.001964	0
"963"	"ID963"	1.027797	0.975519	0
"964"	"ID964"	0.240248	0.157874	0
"965"	"ID965"	3.256774	3.2e-05	0
"966"	"ID966"	0.017274	0.007166	0
"967"	"ID967"	0.799627	0.034519	0
"968"	"ID968"	2.253223	0.004267	0
"969"	"ID969"	0.614263	0.001619	0
"970"	"ID970"	1.404814	0.045292	0
"971"	"ID971"	2.243885	0.020007	0
"972"	"ID972"	4.109554	0.006297	0
"973"	"ID973"	10.441224	0.023189	0
"974"	"ID974"	1.513937	0.002492	0
"975"	"ID975"	3.403625	0.00856	0
"976"	"ID976"	1.026822	0.735885	0
"977"	"ID977"	0.51201	7.3e-05	0
"978"	"ID978"	1.572492	0.161786	0
"979"	"ID979"	1.586274	0.413282	0
"980"	"ID980"	0.412077	0.199967	0
"981"	"ID981"	4.420173	0.059198	0
"982"	"ID982"	0.299353	0.051027	0
"983"	"ID983"	0.473102	0.164651	0
"984"	"ID984"	0.544651	0.2735	0
"985"	"ID985"	1.424634	0.053592	0
"986"	"ID986"	1.227063	0.14401	0
"987"	"ID987"	1.439572	0.107708	0
"988"	"ID988"	1.970215	2.1e-05	0
"989"	"ID989"	0.375841	0.000411	0
"990"	"ID990"	0.474609	0.393074	0
"991"	"ID991"	2.306338	0.312893	0
"992"	"ID992"	0.786429	0.030906	0
"993"	"ID993"	1.4005	0.000688	0
"994"	"ID994"	0.903338	0.000327	0
"995"	"ID995"	0.119004	0.000118	0
"996"	"ID996"	0.449671	1.9e-05	0
"997"	"ID997"	0.718705	0.523587	0
"998"	"ID998"	2.457239	8.2e-05	0
"999"	"ID999"	0.562695	4e-05	0
"1000"	"ID1000"	0.143242	0.132886	0
"1001"	"ID1001"	0.547831	0.297903	0
"1002"	"ID1002"	0.066285	0.014901	0
"1003"	"ID1003"	1.649267	0.52571	0
"1004"	"ID1004"	1.022894	0.935808	0
"1005"	"ID1005"	2.386094	0.003863	0
"1006"	"ID1006"	0.987501	0.80524	0
"1007"	"ID1007"	2.538887	0.000748	0
"1008"	"ID1008"	1.588723	0.00052	0
"1009"	"ID1009"	3.842115	0.058524	0
"1010"	"ID1010"	0.712913	0.020436	0
"1011"	"ID1011"	6.723672	0.239871	0
"1012"	"ID1012"	3.10287	0.070014	0
"1013"	"ID1013"	0.536117	0.413094	0
"1014"	"ID1014"	3.789727	0.192934	0
"1015"	"ID1015"	0.723063	0.006174	0
"1016"	"ID1016"	104.864474	2.2e-05	0
"1017"	"ID1017"	0.289271	0.275433	0
"1018"	"ID1018"	1.251365	0.001865	0
"1019"	"ID1019"	0.327138	0.007098	0
"1020"	"ID1020"	8.472942	0.028374	0
"1021"	"ID1021"	1.83447	8e-06	0
"1022"	"ID1022"	0.427881	0.01332	0
"1023"	"ID1023"	0.408651	0.247708	0
"1024"	"ID1024"	1.203975	0.077577	0
"1025"	"ID1025"	1.801172	0.01612	0
"1026"	"ID1026"	0.898908	0.855196	0
"1027"	"ID1027"	3.279487	6e-05	0
"1028"	"ID1028"	1.047048	0.787912	0
"1029"	"ID1029"	5.279029	0.002425	0
"1030"	"ID1030"	1.501227	0.281838	0
"1031"	"ID1031"	0.699036	0.004641	0
"1032"	"ID1032"	1.687242	2.8e-05	0
"1033"	"ID1033"	0.31987	0.02211	0
"1034"	"ID1034"	1.076744	0.894382	0
"1035"	"ID1035"	0.911575	0.422127	0
"1036"	"ID1036"	0.902485	0.803073	0
"1037"	"ID1037"	0.426137	0.189138	0
"1038"	"ID1038"	0.117283	0.012885	0
"1039"	"ID1039"	1.326419	0.241306	0
"1040"	"ID1040"	0.784197	0.579271	0
"1041"	"ID1041"	1.46006	0.264734	0
"1042"	"ID1042"	1.178105	0.264274	0
"1043"	"ID1043"	0.81872	0.005775	0
"1044"	"ID1044"	1.490202	0.008142	0
"1045"	"ID1045"	0.36895	0.187202	0
"1046"	"ID1046"	0.555974	0.000395	0
"1047"	"ID1047"	3.006115	4.7e-05	0
"1048"	"ID1048"	2.607936	0.104662	0
"1049"	"ID1049"	3.021416	0.05421	0
"1050"	"ID1050"	1.886473	0.488607	0
"1051"	"ID1051"	0.952604	0.932795	0
"1052"	"ID1052"	1.24748	0.475178	0
"1053"	"ID1053"	1.227911	0.017193	0
"1054"	"ID1054"	0.592875	0.35608	0
"1055"	"ID1055"	3.424049	0.020837	0
"1056"	"ID1056"	0.593436	0.170449	0
"1057"	"ID1057"	1.186052	0.003236	0
"1058"	"ID1058"	0.510903	0.026386	0
"1059"	"ID1059"	1.336318	0.406868	0
"1060"	"ID1060"	14.770881	0.13431	0
"1061"	"ID1061"	1.154592	0.200867	0
"1062"	"ID1062"	0.051137	0.11811	0
"1063"	"ID1063"	3.22513	1.8e-05	0
"1064"	"ID1064"	1.009116	0.91311	0
"1065"	"ID1065"	1.31477	0.21171	0
"1066"	"ID1066"	5.382641	4.7e-05	0
"1067"	"ID1067"	1.111244	0.768408	0
"1068"	"ID1068"	6.055216	0.108619	0
"1069"	"ID1069"	1.184109	0.048409	0
"1070"	"ID1070"	0.531483	0.000756	0
"1071"	"ID1071"	0.194425	0.000249	0
"1072"	"ID1072"	1.757576	0.058885	0
"1073"	"ID1073"	0.887924	0.812391	0
"1074"	"ID1074"	1.172425	0.300438	0
"1075"	"ID1075"	0.702489	0.002573	0
"1076"	"ID1076"	1.260176	0.151543	0
"1077"	"ID1077"	1.330786	0.00119	0
"1078"	"ID1078"	1.672142	0.001265	0
"1079"	"ID1079"	1.563354	0.544287	0
"1080"	"ID1080"	0.591681	0.002856	0
"1081"	"ID1081"	1.064567	0.587482	0
"1082"	"ID1082"	0.38768	0.010914	0
"1083"	"ID1083"	1.032458	0.939484	0
"1084"	"ID1084"	1.65101	0.127158	0
"1085"	"ID1085"	1.07688	0.863395	0
"1086"	"ID1086"	9.639541	6e-06	0
"1087"	"ID1087"	0.916353	0.066903	0
"1088"	"ID1088"	1.584554	0.002288	0
"1089"	"ID1089"	1.201758	0.002245	0
"1090"	"ID1090"	1.348596	0.534487	0
"1091"	"ID1091"	1.316827	0.336446	0
"1092"	"ID1092"	1.437748	0.019835	0
"1093"	"ID1093"	1.381248	0.148152	0
"1094"	"ID1094"	0.771331	0.301654	0
"1095"	"ID1095"	1.578668	0.433736	0
"1096"	"ID1096"	0.983434	0.961498	0
"1097"	"ID1097"	1.471227	0.149876	0
"1098"	"ID1098"	0.740449	0.579141	0
"1099"	"ID1099"	0.005606	1e-06	0
"1100"	"ID1100"	0.090169	3.6e-05	0
"1101"	"ID1101"	1.548494	0.342283	0
"1102"	"ID1102"	4.00146	0.004364	0
"1103"	"ID1103"	0.675042	0.258347	0
"1104"	"ID1104"	1.789761	0.016602	0
"1105"	"ID1105"	1.457924	0.186096	0
"1106"	"ID1106"	0.866128	0.625331	0
"1107"	"ID1107"	0.995468	0.988808	0
"1108"	"ID1108"	5.722733	0.000187	0
"1109"	"ID1109"	3.501006	0.218414	0
"1110"	"ID1110"	1.629518	0.000496	0
"1111"	"ID1111"	14.355201	0.000281	0
"1112"	"ID1112"	2.22506	0.260736	0
"1113"	"ID1113"	3.424383	0.000342	0
"1114"	"ID1114"	0.099599	0.000265	0
"1115"	"ID1115"	17.802901	0.029835	0
"1116"	"ID1116"	1.077151	0.717363	0
"1117"	"ID1117"	1.139841	0.10873	0
"1118"	"ID1118"	0.023556	0.000138	0
"1119"	"ID1119"	1.4156	0.002543	0
"1120"	"ID1120"	1.635358	0.004444	0
"1121"	"ID1121"	0.12009	0.001642	0
"1122"	"ID1122"	0.86519	0.002785	0
"1123"	"ID1123"	0.607459	0.00666	0
"1124"	"ID1124"	2.186055	0.070462	0
"1125"	"ID1125"	0.895353	0.134038	0
"1126"	"ID1126"	3.443954	0.085295	0
"1127"	"ID1127"	0.511265	0.016277	0
"1128"	"ID1128"	1.150018	0.249029	0
"1129"	"ID1129"	0.90314	0.206479	0
"1130"	"ID1130"	0.603195	0.015015	0
"1131"	"ID1131"	4.363006	0.008709	0
"1132"	"ID1132"	0.956511	0.697206	0
"1133"	"ID1133"	1.561283	0.000295	0
"1134"	"ID1134"	2.231839	9.9e-05	0
"1135"	"ID1135"	1.297521	0.430388	0
"1136"	"ID1136"	2.655895	0.107278	0
"1137"	"ID1137"	0.35501	0.030809	0
"1138"	"ID1138"	1.153044	0.578605	0
"1139"	"ID1139"	0.59331	0.000141	0
"1140"	"ID1140"	5.706583	0.135361	0
"1141"	"ID1141"	3.23085	0.000116	0
"1142"	"ID1142"	1.463849	0.006674	0
"1143"	"ID1143"	0.774236	0.301286	0
"1144"	"ID1144"	2.123653	0.001604	0
"1145"	"ID1145"	1.410359	0.652349	0
"1146"	"ID1146"	14.751656	4e-06	0
"1147"	"ID1147"	0.640161	0.012012	0
"1148"	"ID1148"	1.221899	0.542446	0
"1149"	"ID1149"	0.665492	0.016199	0
"1150"	"ID1150"	0.620578	0.069195	0
"1151"	"ID1151"	0.059626	0.000133	0
"1152"	"ID1152"	3.293214	0.00725	0
"1153"	"ID1153"	0.495877	0.520597	0
"1154"	"ID1154"	1.455473	0.608739	0
"1155"	"ID1155"	1.09058	0.826162	0
"1156"	"ID1156"	1.377811	0.233662	0
"1157"	"ID1157"	0.078625	7e-06	0
"1158"	"ID1158"	0.801296	0.625462	0
"1159"	"ID1159"	2.369795	7.9e-05	0
"1160"	"ID1160"	3.710719	8.1e-05	0
"1161"	"ID1161"	0.959777	0.859484	0
"1162"	"ID1162"	0.649573	0.002715	0
"1163"	"ID1163"	0.35458	0.007233	0
"1164"	"ID1164"	2.879587	1.5e-05	0
"1165"	"ID1165"	1.179699	0.820981	0
"1166"	"ID1166"	10.715464	0.000781	0
"1167"	"ID1167"	1.565624	0.017338	0
"1168"	"ID1168"	1.365244	0.349642	0
"1169"	"ID1169"	2.075615	0.006343	0
"1170"	"ID1170"	2.564623	0.000294	0
"1171"	"ID1171"	1.423444	0.000849	0
"1172"	"ID1172"	2.907057	0.000476	0
"1173"	"ID1173"	0.386131	0.01333	0
"1174"	"ID1174"	0.229262	0.002062	0
"1175"	"ID1175"	33.339285	0.343807	0
"1176"	"ID1176"	1.448103	0.452114	0
"1177"	"ID1177"	1.111977	0.584845	0
"1178"	"ID1178"	0.793748	0.023208	0
"1179"	"ID1179"	0.331705	0.011117	0
"1180"	"ID1180"	0.443793	0.078155	0
"1181"	"ID1181"	2.516053	0.025812	0
"1182"	"ID1182"	1.546381	0.431926	0
"1183"	"ID1183"	2.64345	0.040117	0
"1184"	"ID1184"	1.309693	0.100515	0
"1185"	"ID1185"	0.537434	0.513622	0
"1186"	"ID1186"	0.223934	0.043715	0
"1187"	"ID1187"	2.375904	0.025691	0
"1188"	"ID1188"	0.748172	0.108177	0
"1189"	"ID1189"	9.871768	0.300998	0
"1190"	"ID1190"	2.1509	0.185563	0
"1191"	"ID1191"	0.518058	0.301338	0
"1192"	"ID1192"	0.429553	0.029675	0
"1193"	"ID1193"	0.503971	0.008855	0
"1194"	"ID1194"	6.544235	0.101474	0
"1195"	"ID1195"	0.31149	4e-06	0
"1196"	"ID1196"	7.792566	0.001206	0
"1197"	"ID1197"	1.70667	0.00507	0
"1198"	"ID1198"	0.692091	0.420902	0
"1199"	"ID1199"	4.884058	5.5e-05	0
"1200"	"ID1200"	1.413549	0.340383	0
"1201"	"ID1201"	6.199237	2e-06	0
"1202"	"ID1202"	6.711004	3.2e-05	0
"1203"	"ID1203"	0.538332	0.000214	0
"1204"	"ID1204"	0.794294	0.715416	0
"1205"	"ID1205"	0.31575	8e-05	0
"1206"	"ID1206"	1.578091	0.00022	0
"1207"	"ID1207"	0.117825	0.150854	0
"1208"	"ID1208"	8.740998	0.002072	0
"1209"	"ID1209"	0.830686	0.629056	0
"1210"	"ID1210"	1.740631	0.366871	0
"1211"	"ID1211"	0.864141	0.130658	0
"1212"	"ID1212"	0.334978	0.107142	0
"1213"	"ID1213"	2.627561	0.039943	0
"1214"	"ID1214"	1.076471	0.82035	0
"1215"	"ID1215"	0.00802	2e-06	0
"1216"	"ID1216"	1.667278	4e-06	0
"1217"	"ID1217"	0.934931	0.88206	0
"1218"	"ID1218"	2.078084	0.002303	0
"1219"	"ID1219"	1.806769	0.000538	0
"1220"	"ID1220"	11.516863	0.014396	0
"1221"	"ID1221"	1.299214	0.011303	0
"1222"	"ID1222"	0.115578	0.000169	0
"1223"	"ID1223"	1.999895	0.016111	0
"1224"	"ID1224"	0.784309	0.692968	0
"1225"	"ID1225"	4.591792	0.196303	0
"1226"	"ID1226"	0.959714	0.936636	0
"1227"	"ID1227"	2.581556	0.08645	0
"1228"	"ID1228"	0.020607	6e-06	0
"1229"	"ID1229"	2.7063	9.9e-05	0
"1230"	"ID1230"	0.288279	0.027345	0
"1231"	"ID1231"	2.038379	0.14997	0
"1232"	"ID1232"	1.032438	0.742148	0
"1233"	"ID1233"	5.432535	2.5e-05	0
"1234"	"ID1234"	4.065121	0.000965	0
"1235"	"ID1235"	52.920858	0.000949	0
"1236"	"ID1236"	3.11438	0.001576	0
"1237"	"ID1237"	1.992695	0.03927	0
"1238"	"ID1238"	1.398839	0.017145	0
"1239"	"ID1239"	1.621768	0.003187	0
"1240"	"ID1240"	0.680177	0.029373	0
